X	PHI
   1.500	  -1.500
   1.501	  -1.500
   1.502	  -1.499
   1.502	  -1.498
   1.503	  -1.498
   1.503	  -1.497
   1.504	  -1.497
   1.505	  -1.496
   1.505	  -1.495
   1.506	  -1.495
   1.506	  -1.494
   1.507	  -1.494
   1.508	  -1.493
   1.508	  -1.492
   1.509	  -1.492
   1.509	  -1.491
   1.510	  -1.491
   1.511	  -1.490
   1.511	  -1.489
   1.512	  -1.489
   1.512	  -1.488
   1.513	  -1.488
   1.514	  -1.487
   1.514	  -1.486
   1.515	  -1.486
   1.515	  -1.485
   1.516	  -1.485
   1.517	  -1.484
   1.517	  -1.483
   1.518	  -1.483
   1.518	  -1.482
   1.519	  -1.482
   1.520	  -1.481
   1.520	  -1.480
   1.521	  -1.480
   1.521	  -1.479
   1.522	  -1.479
   1.523	  -1.478
   1.523	  -1.477
   1.524	  -1.477
   1.524	  -1.476
   1.525	  -1.476
   1.526	  -1.475
   1.526	  -1.474
   1.527	  -1.474
   1.527	  -1.473
   1.528	  -1.473
   1.529	  -1.472
   1.529	  -1.471
   1.530	  -1.471
   1.530	  -1.470
   1.531	  -1.470
   1.532	  -1.469
   1.532	  -1.468
   1.533	  -1.468
   1.533	  -1.467
   1.534	  -1.467
   1.535	  -1.466
   1.535	  -1.465
   1.536	  -1.465
   1.536	  -1.464
   1.537	  -1.464
   1.538	  -1.463
   1.538	  -1.462
   1.539	  -1.462
   1.539	  -1.461
   1.540	  -1.461
   1.541	  -1.460
   1.541	  -1.459
   1.542	  -1.459
   1.542	  -1.458
   1.543	  -1.458
   1.544	  -1.457
   1.544	  -1.456
   1.545	  -1.456
   1.545	  -1.455
   1.546	  -1.455
   1.547	  -1.454
   1.547	  -1.453
   1.548	  -1.453
   1.548	  -1.452
   1.549	  -1.452
   1.550	  -1.451
   1.550	  -1.450
   1.551	  -1.450
   1.551	  -1.449
   1.552	  -1.449
   1.553	  -1.448
   1.553	  -1.447
   1.554	  -1.447
   1.554	  -1.446
   1.555	  -1.446
   1.556	  -1.445
   1.556	  -1.444
   1.557	  -1.444
   1.557	  -1.443
   1.558	  -1.443
   1.559	  -1.442
   1.559	  -1.441
   1.560	  -1.441
   1.560	  -1.440
   1.561	  -1.440
   1.562	  -1.439
   1.562	  -1.438
   1.563	  -1.438
   1.563	  -1.437
   1.564	  -1.437
   1.565	  -1.436
   1.565	  -1.435
   1.566	  -1.435
   1.566	  -1.434
   1.567	  -1.434
   1.568	  -1.433
   1.568	  -1.432
   1.569	  -1.432
   1.569	  -1.431
   1.570	  -1.431
   1.571	  -1.430
   1.571	  -1.429
   1.572	  -1.429
   1.572	  -1.428
   1.573	  -1.428
   1.574	  -1.427
   1.574	  -1.426
   1.575	  -1.426
   1.575	  -1.425
   1.576	  -1.425
   1.577	  -1.424
   1.577	  -1.423
   1.578	  -1.423
   1.578	  -1.422
   1.579	  -1.422
   1.580	  -1.421
   1.580	  -1.420
   1.581	  -1.420
   1.581	  -1.419
   1.582	  -1.419
   1.583	  -1.418
   1.583	  -1.417
   1.584	  -1.417
   1.584	  -1.416
   1.585	  -1.416
   1.586	  -1.415
   1.586	  -1.414
   1.587	  -1.414
   1.587	  -1.413
   1.588	  -1.413
   1.589	  -1.412
   1.589	  -1.411
   1.590	  -1.411
   1.590	  -1.410
   1.591	  -1.410
   1.592	  -1.409
   1.592	  -1.408
   1.593	  -1.408
   1.593	  -1.407
   1.594	  -1.407
   1.595	  -1.406
   1.595	  -1.405
   1.596	  -1.405
   1.596	  -1.404
   1.597	  -1.404
   1.598	  -1.403
   1.598	  -1.402
   1.599	  -1.402
   1.599	  -1.401
   1.600	  -1.401
   1.601	  -1.400
   1.601	  -1.399
   1.602	  -1.399
   1.602	  -1.398
   1.603	  -1.398
   1.604	  -1.397
   1.604	  -1.396
   1.605	  -1.396
   1.605	  -1.395
   1.606	  -1.395
   1.607	  -1.394
   1.607	  -1.393
   1.608	  -1.393
   1.608	  -1.392
   1.609	  -1.392
   1.610	  -1.391
   1.610	  -1.390
   1.611	  -1.390
   1.611	  -1.389
   1.612	  -1.389
   1.613	  -1.388
   1.613	  -1.387
   1.614	  -1.387
   1.614	  -1.386
   1.615	  -1.386
   1.616	  -1.385
   1.616	  -1.384
   1.617	  -1.384
   1.617	  -1.383
   1.618	  -1.383
   1.619	  -1.382
   1.619	  -1.381
   1.620	  -1.381
   1.620	  -1.380
   1.621	  -1.380
   1.622	  -1.379
   1.622	  -1.378
   1.623	  -1.378
   1.623	  -1.377
   1.624	  -1.377
   1.625	  -1.376
   1.625	  -1.375
   1.626	  -1.375
   1.626	  -1.374
   1.627	  -1.374
   1.628	  -1.373
   1.628	  -1.372
   1.629	  -1.372
   1.629	  -1.371
   1.630	  -1.371
   1.631	  -1.370
   1.631	  -1.369
   1.632	  -1.369
   1.632	  -1.368
   1.633	  -1.368
   1.634	  -1.367
   1.634	  -1.366
   1.635	  -1.366
   1.635	  -1.365
   1.636	  -1.365
   1.637	  -1.364
   1.637	  -1.363
   1.638	  -1.363
   1.638	  -1.362
   1.639	  -1.362
   1.640	  -1.361
   1.640	  -1.360
   1.641	  -1.360
   1.641	  -1.359
   1.642	  -1.359
   1.643	  -1.358
   1.643	  -1.357
   1.644	  -1.357
   1.644	  -1.356
   1.645	  -1.356
   1.646	  -1.355
   1.646	  -1.354
   1.647	  -1.354
   1.647	  -1.353
   1.648	  -1.353
   1.649	  -1.352
   1.649	  -1.351
   1.650	  -1.351
   1.650	  -1.350
   1.651	  -1.350
   1.652	  -1.349
   1.652	  -1.348
   1.653	  -1.348
   1.653	  -1.347
   1.654	  -1.347
   1.655	  -1.346
   1.655	  -1.345
   1.656	  -1.345
   1.656	  -1.344
   1.657	  -1.344
   1.658	  -1.343
   1.658	  -1.342
   1.659	  -1.342
   1.659	  -1.341
   1.660	  -1.341
   1.661	  -1.340
   1.661	  -1.339
   1.662	  -1.339
   1.662	  -1.338
   1.663	  -1.338
   1.664	  -1.337
   1.664	  -1.336
   1.665	  -1.336
   1.665	  -1.335
   1.666	  -1.335
   1.667	  -1.334
   1.667	  -1.333
   1.668	  -1.333
   1.668	  -1.332
   1.669	  -1.332
   1.670	  -1.331
   1.670	  -1.330
   1.671	  -1.330
   1.671	  -1.329
   1.672	  -1.329
   1.673	  -1.328
   1.673	  -1.327
   1.674	  -1.327
   1.674	  -1.326
   1.675	  -1.326
   1.676	  -1.325
   1.676	  -1.324
   1.677	  -1.324
   1.677	  -1.323
   1.678	  -1.323
   1.679	  -1.322
   1.679	  -1.321
   1.680	  -1.321
   1.680	  -1.320
   1.681	  -1.320
   1.682	  -1.319
   1.682	  -1.318
   1.683	  -1.318
   1.683	  -1.317
   1.684	  -1.317
   1.685	  -1.316
   1.685	  -1.315
   1.686	  -1.315
   1.686	  -1.314
   1.687	  -1.314
   1.688	  -1.313
   1.688	  -1.312
   1.689	  -1.312
   1.689	  -1.311
   1.690	  -1.311
   1.691	  -1.310
   1.691	  -1.309
   1.692	  -1.309
   1.692	  -1.308
   1.693	  -1.308
   1.694	  -1.307
   1.694	  -1.306
   1.695	  -1.306
   1.695	  -1.305
   1.696	  -1.305
   1.697	  -1.304
   1.697	  -1.303
   1.698	  -1.303
   1.698	  -1.302
   1.699	  -1.302
   1.700	  -1.301
   1.700	  -1.300
   1.701	  -1.300
   1.701	  -1.299
   1.702	  -1.299
   1.703	  -1.298
   1.703	  -1.297
   1.704	  -1.297
   1.704	  -1.296
   1.705	  -1.296
   1.706	  -1.295
   1.706	  -1.294
   1.707	  -1.294
   1.707	  -1.293
   1.708	  -1.293
   1.709	  -1.292
   1.709	  -1.291
   1.710	  -1.291
   1.710	  -1.290
   1.711	  -1.290
   1.712	  -1.289
   1.712	  -1.288
   1.713	  -1.288
   1.713	  -1.287
   1.714	  -1.287
   1.715	  -1.286
   1.715	  -1.285
   1.716	  -1.285
   1.716	  -1.284
   1.717	  -1.284
   1.718	  -1.283
   1.718	  -1.282
   1.719	  -1.282
   1.719	  -1.281
   1.720	  -1.281
   1.721	  -1.280
   1.721	  -1.279
   1.722	  -1.279
   1.722	  -1.278
   1.723	  -1.278
   1.724	  -1.277
   1.724	  -1.276
   1.725	  -1.276
   1.725	  -1.275
   1.726	  -1.275
   1.727	  -1.274
   1.727	  -1.273
   1.728	  -1.273
   1.728	  -1.272
   1.729	  -1.272
   1.730	  -1.271
   1.730	  -1.270
   1.731	  -1.270
   1.731	  -1.269
   1.732	  -1.269
   1.733	  -1.268
   1.733	  -1.267
   1.734	  -1.267
   1.734	  -1.266
   1.735	  -1.266
   1.736	  -1.265
   1.736	  -1.264
   1.737	  -1.264
   1.737	  -1.263
   1.738	  -1.263
   1.739	  -1.262
   1.739	  -1.261
   1.740	  -1.261
   1.740	  -1.260
   1.741	  -1.260
   1.742	  -1.259
   1.742	  -1.258
   1.743	  -1.258
   1.743	  -1.257
   1.744	  -1.257
   1.745	  -1.256
   1.745	  -1.255
   1.746	  -1.255
   1.746	  -1.254
   1.747	  -1.254
   1.748	  -1.253
   1.748	  -1.252
   1.749	  -1.252
   1.749	  -1.251
   1.750	  -1.251
   1.751	  -1.250
   1.751	  -1.249
   1.752	  -1.249
   1.752	  -1.248
   1.753	  -1.248
   1.754	  -1.247
   1.754	  -1.246
   1.755	  -1.246
   1.755	  -1.245
   1.756	  -1.245
   1.757	  -1.244
   1.757	  -1.243
   1.758	  -1.243
   1.758	  -1.242
   1.759	  -1.242
   1.760	  -1.241
   1.760	  -1.240
   1.761	  -1.240
   1.761	  -1.239
   1.762	  -1.239
   1.763	  -1.238
   1.763	  -1.237
   1.764	  -1.237
   1.764	  -1.236
   1.765	  -1.236
   1.766	  -1.235
   1.766	  -1.234
   1.767	  -1.234
   1.767	  -1.233
   1.768	  -1.233
   1.769	  -1.232
   1.769	  -1.231
   1.770	  -1.231
   1.770	  -1.230
   1.771	  -1.230
   1.772	  -1.229
   1.772	  -1.228
   1.773	  -1.228
   1.773	  -1.227
   1.774	  -1.227
   1.775	  -1.226
   1.775	  -1.225
   1.776	  -1.225
   1.776	  -1.224
   1.777	  -1.224
   1.778	  -1.223
   1.778	  -1.222
   1.779	  -1.222
   1.779	  -1.221
   1.780	  -1.221
   1.781	  -1.220
   1.781	  -1.219
   1.782	  -1.219
   1.782	  -1.218
   1.783	  -1.218
   1.784	  -1.217
   1.784	  -1.216
   1.785	  -1.216
   1.785	  -1.215
   1.786	  -1.215
   1.787	  -1.214
   1.787	  -1.213
   1.788	  -1.213
   1.788	  -1.212
   1.789	  -1.212
   1.790	  -1.211
   1.790	  -1.210
   1.791	  -1.210
   1.791	  -1.209
   1.792	  -1.209
   1.793	  -1.208
   1.793	  -1.207
   1.794	  -1.207
   1.794	  -1.206
   1.795	  -1.206
   1.796	  -1.205
   1.796	  -1.204
   1.797	  -1.204
   1.797	  -1.203
   1.798	  -1.203
   1.799	  -1.202
   1.799	  -1.201
   1.800	  -1.201
   1.800	  -1.200
   1.801	  -1.200
   1.802	  -1.199
   1.802	  -1.198
   1.803	  -1.198
   1.803	  -1.197
   1.804	  -1.197
   1.805	  -1.196
   1.805	  -1.195
   1.806	  -1.195
   1.806	  -1.194
   1.807	  -1.194
   1.808	  -1.193
   1.808	  -1.192
   1.809	  -1.192
   1.809	  -1.191
   1.810	  -1.191
   1.811	  -1.190
   1.811	  -1.189
   1.812	  -1.189
   1.812	  -1.188
   1.813	  -1.188
   1.814	  -1.187
   1.814	  -1.186
   1.815	  -1.186
   1.815	  -1.185
   1.816	  -1.185
   1.817	  -1.184
   1.817	  -1.183
   1.818	  -1.183
   1.818	  -1.182
   1.819	  -1.182
   1.820	  -1.181
   1.820	  -1.180
   1.821	  -1.180
   1.821	  -1.179
   1.822	  -1.179
   1.823	  -1.178
   1.823	  -1.177
   1.824	  -1.177
   1.824	  -1.176
   1.825	  -1.176
   1.826	  -1.175
   1.826	  -1.174
   1.827	  -1.174
   1.827	  -1.173
   1.828	  -1.173
   1.829	  -1.172
   1.829	  -1.171
   1.830	  -1.171
   1.830	  -1.170
   1.831	  -1.170
   1.832	  -1.169
   1.832	  -1.168
   1.833	  -1.168
   1.833	  -1.167
   1.834	  -1.167
   1.835	  -1.166
   1.835	  -1.165
   1.836	  -1.165
   1.836	  -1.164
   1.837	  -1.164
   1.838	  -1.163
   1.838	  -1.162
   1.839	  -1.162
   1.839	  -1.161
   1.840	  -1.161
   1.841	  -1.160
   1.841	  -1.159
   1.842	  -1.159
   1.842	  -1.158
   1.843	  -1.158
   1.844	  -1.157
   1.844	  -1.156
   1.845	  -1.156
   1.845	  -1.155
   1.846	  -1.155
   1.847	  -1.154
   1.847	  -1.153
   1.848	  -1.153
   1.848	  -1.152
   1.849	  -1.152
   1.850	  -1.151
   1.850	  -1.150
   1.851	  -1.150
   1.851	  -1.149
   1.852	  -1.149
   1.853	  -1.148
   1.853	  -1.147
   1.854	  -1.147
   1.854	  -1.146
   1.855	  -1.146
   1.856	  -1.145
   1.856	  -1.144
   1.857	  -1.144
   1.857	  -1.143
   1.858	  -1.143
   1.859	  -1.142
   1.859	  -1.141
   1.860	  -1.141
   1.860	  -1.140
   1.861	  -1.140
   1.862	  -1.139
   1.862	  -1.138
   1.863	  -1.138
   1.863	  -1.137
   1.864	  -1.137
   1.865	  -1.136
   1.865	  -1.135
   1.866	  -1.135
   1.866	  -1.134
   1.867	  -1.134
   1.868	  -1.133
   1.868	  -1.132
   1.869	  -1.132
   1.869	  -1.131
   1.870	  -1.131
   1.871	  -1.130
   1.871	  -1.129
   1.872	  -1.129
   1.872	  -1.128
   1.873	  -1.128
   1.874	  -1.127
   1.874	  -1.126
   1.875	  -1.126
   1.875	  -1.125
   1.876	  -1.125
   1.877	  -1.124
   1.877	  -1.123
   1.878	  -1.123
   1.878	  -1.122
   1.879	  -1.122
   1.880	  -1.121
   1.880	  -1.120
   1.881	  -1.120
   1.881	  -1.119
   1.882	  -1.119
   1.883	  -1.118
   1.883	  -1.117
   1.884	  -1.117
   1.884	  -1.116
   1.885	  -1.116
   1.886	  -1.115
   1.886	  -1.114
   1.887	  -1.114
   1.887	  -1.113
   1.888	  -1.113
   1.889	  -1.112
   1.889	  -1.111
   1.890	  -1.111
   1.890	  -1.110
   1.891	  -1.110
   1.892	  -1.109
   1.892	  -1.108
   1.893	  -1.108
   1.893	  -1.107
   1.894	  -1.107
   1.895	  -1.106
   1.895	  -1.105
   1.896	  -1.105
   1.896	  -1.104
   1.897	  -1.104
   1.898	  -1.103
   1.898	  -1.102
   1.899	  -1.102
   1.899	  -1.101
   1.900	  -1.101
   1.901	  -1.100
   1.901	  -1.099
   1.902	  -1.099
   1.902	  -1.098
   1.903	  -1.098
   1.904	  -1.097
   1.904	  -1.096
   1.905	  -1.096
   1.905	  -1.095
   1.906	  -1.095
   1.907	  -1.094
   1.907	  -1.093
   1.908	  -1.093
   1.908	  -1.092
   1.909	  -1.092
   1.910	  -1.091
   1.910	  -1.090
   1.911	  -1.090
   1.911	  -1.089
   1.912	  -1.089
   1.913	  -1.088
   1.913	  -1.087
   1.914	  -1.087
   1.914	  -1.086
   1.915	  -1.086
   1.916	  -1.085
   1.916	  -1.084
   1.917	  -1.084
   1.917	  -1.083
   1.918	  -1.083
   1.919	  -1.082
   1.919	  -1.081
   1.920	  -1.081
   1.920	  -1.080
   1.921	  -1.080
   1.922	  -1.079
   1.922	  -1.078
   1.923	  -1.078
   1.923	  -1.077
   1.924	  -1.077
   1.925	  -1.076
   1.925	  -1.075
   1.926	  -1.075
   1.926	  -1.074
   1.927	  -1.074
   1.928	  -1.073
   1.928	  -1.072
   1.929	  -1.072
   1.929	  -1.071
   1.930	  -1.071
   1.931	  -1.070
   1.931	  -1.069
   1.932	  -1.069
   1.932	  -1.068
   1.933	  -1.068
   1.934	  -1.067
   1.934	  -1.066
   1.935	  -1.066
   1.935	  -1.065
   1.936	  -1.065
   1.937	  -1.064
   1.937	  -1.063
   1.938	  -1.063
   1.938	  -1.062
   1.939	  -1.062
   1.940	  -1.061
   1.940	  -1.060
   1.941	  -1.060
   1.941	  -1.059
   1.942	  -1.059
   1.943	  -1.058
   1.943	  -1.057
   1.944	  -1.057
   1.944	  -1.056
   1.945	  -1.056
   1.946	  -1.055
   1.946	  -1.054
   1.947	  -1.054
   1.947	  -1.053
   1.948	  -1.053
   1.949	  -1.052
   1.949	  -1.051
   1.950	  -1.051
   1.950	  -1.050
   1.951	  -1.050
   1.952	  -1.049
   1.952	  -1.048
   1.953	  -1.048
   1.953	  -1.047
   1.954	  -1.047
   1.955	  -1.046
   1.955	  -1.045
   1.956	  -1.045
   1.956	  -1.044
   1.957	  -1.044
   1.958	  -1.043
   1.958	  -1.042
   1.959	  -1.042
   1.959	  -1.041
   1.960	  -1.041
   1.961	  -1.040
   1.961	  -1.039
   1.962	  -1.039
   1.962	  -1.038
   1.963	  -1.038
   1.964	  -1.037
   1.964	  -1.036
   1.965	  -1.036
   1.965	  -1.035
   1.966	  -1.035
   1.967	  -1.034
   1.967	  -1.033
   1.968	  -1.033
   1.968	  -1.032
   1.969	  -1.032
   1.970	  -1.031
   1.970	  -1.030
   1.971	  -1.030
   1.971	  -1.029
   1.972	  -1.029
   1.973	  -1.028
   1.973	  -1.027
   1.974	  -1.027
   1.974	  -1.026
   1.975	  -1.026
   1.976	  -1.025
   1.976	  -1.024
   1.977	  -1.024
   1.977	  -1.023
   1.978	  -1.023
   1.979	  -1.022
   1.979	  -1.021
   1.980	  -1.021
   1.980	  -1.020
   1.981	  -1.020
   1.982	  -1.019
   1.982	  -1.018
   1.983	  -1.018
   1.983	  -1.017
   1.984	  -1.017
   1.985	  -1.016
   1.985	  -1.015
   1.986	  -1.015
   1.986	  -1.014
   1.987	  -1.014
   1.988	  -1.013
   1.988	  -1.012
   1.989	  -1.012
   1.989	  -1.011
   1.990	  -1.011
   1.991	  -1.010
   1.991	  -1.009
   1.992	  -1.009
   1.992	  -1.008
   1.993	  -1.008
   1.994	  -1.007
   1.994	  -1.006
   1.995	  -1.006
   1.995	  -1.005
   1.996	  -1.005
   1.997	  -1.004
   1.997	  -1.003
   1.998	  -1.003
   1.998	  -1.002
   1.999	  -1.002
   2.000	  -1.001
   2.000	  -1.000
   2.001	  -1.000
   2.002	  -0.999
   2.002	  -0.999
   2.003	  -0.998
   2.003	  -0.997
   2.004	  -0.997
   2.005	  -0.996
   2.005	  -0.996
   2.006	  -0.995
   2.006	  -0.994
   2.007	  -0.994
   2.008	  -0.993
   2.008	  -0.993
   2.009	  -0.992
   2.009	  -0.991
   2.010	  -0.991
   2.011	  -0.990
   2.011	  -0.990
   2.012	  -0.989
   2.012	  -0.988
   2.013	  -0.988
   2.014	  -0.987
   2.014	  -0.987
   2.015	  -0.986
   2.015	  -0.985
   2.016	  -0.985
   2.017	  -0.984
   2.017	  -0.984
   2.018	  -0.983
   2.018	  -0.982
   2.019	  -0.982
   2.020	  -0.981
   2.020	  -0.981
   2.021	  -0.980
   2.021	  -0.979
   2.022	  -0.979
   2.023	  -0.978
   2.023	  -0.978
   2.024	  -0.977
   2.024	  -0.976
   2.025	  -0.976
   2.026	  -0.975
   2.026	  -0.975
   2.027	  -0.974
   2.027	  -0.973
   2.028	  -0.973
   2.029	  -0.972
   2.029	  -0.972
   2.030	  -0.971
   2.030	  -0.970
   2.031	  -0.970
   2.032	  -0.969
   2.032	  -0.969
   2.033	  -0.968
   2.033	  -0.967
   2.034	  -0.967
   2.035	  -0.966
   2.035	  -0.966
   2.036	  -0.965
   2.036	  -0.964
   2.037	  -0.964
   2.038	  -0.963
   2.038	  -0.963
   2.039	  -0.962
   2.039	  -0.961
   2.040	  -0.961
   2.041	  -0.960
   2.041	  -0.960
   2.042	  -0.959
   2.042	  -0.958
   2.043	  -0.958
   2.044	  -0.957
   2.044	  -0.957
   2.045	  -0.956
   2.045	  -0.955
   2.046	  -0.955
   2.047	  -0.954
   2.047	  -0.954
   2.048	  -0.953
   2.048	  -0.952
   2.049	  -0.952
   2.050	  -0.951
   2.050	  -0.951
   2.051	  -0.950
   2.051	  -0.949
   2.052	  -0.949
   2.053	  -0.948
   2.053	  -0.948
   2.054	  -0.947
   2.054	  -0.946
   2.055	  -0.946
   2.056	  -0.945
   2.056	  -0.945
   2.057	  -0.944
   2.057	  -0.943
   2.058	  -0.943
   2.059	  -0.942
   2.059	  -0.942
   2.060	  -0.941
   2.060	  -0.940
   2.061	  -0.940
   2.062	  -0.939
   2.062	  -0.939
   2.063	  -0.938
   2.063	  -0.937
   2.064	  -0.937
   2.065	  -0.936
   2.065	  -0.936
   2.066	  -0.935
   2.066	  -0.934
   2.067	  -0.934
   2.068	  -0.933
   2.068	  -0.933
   2.069	  -0.932
   2.069	  -0.931
   2.070	  -0.931
   2.071	  -0.930
   2.071	  -0.930
   2.072	  -0.929
   2.072	  -0.928
   2.073	  -0.928
   2.074	  -0.927
   2.074	  -0.927
   2.075	  -0.926
   2.075	  -0.925
   2.076	  -0.925
   2.077	  -0.924
   2.077	  -0.924
   2.078	  -0.923
   2.078	  -0.922
   2.079	  -0.922
   2.080	  -0.921
   2.080	  -0.921
   2.081	  -0.920
   2.081	  -0.919
   2.082	  -0.919
   2.083	  -0.918
   2.083	  -0.918
   2.084	  -0.917
   2.084	  -0.916
   2.085	  -0.916
   2.086	  -0.915
   2.086	  -0.915
   2.087	  -0.914
   2.087	  -0.913
   2.088	  -0.913
   2.089	  -0.912
   2.089	  -0.912
   2.090	  -0.911
   2.090	  -0.910
   2.091	  -0.910
   2.092	  -0.909
   2.092	  -0.909
   2.093	  -0.908
   2.093	  -0.907
   2.094	  -0.907
   2.095	  -0.906
   2.095	  -0.906
   2.096	  -0.905
   2.096	  -0.904
   2.097	  -0.904
   2.098	  -0.903
   2.098	  -0.903
   2.099	  -0.902
   2.099	  -0.901
   2.100	  -0.901
   2.101	  -0.900
   2.101	  -0.900
   2.102	  -0.899
   2.102	  -0.898
   2.103	  -0.898
   2.104	  -0.897
   2.104	  -0.897
   2.105	  -0.896
   2.105	  -0.895
   2.106	  -0.895
   2.107	  -0.894
   2.107	  -0.894
   2.108	  -0.893
   2.108	  -0.892
   2.109	  -0.892
   2.110	  -0.891
   2.110	  -0.891
   2.111	  -0.890
   2.111	  -0.889
   2.112	  -0.889
   2.113	  -0.888
   2.113	  -0.888
   2.114	  -0.887
   2.114	  -0.886
   2.115	  -0.886
   2.116	  -0.885
   2.116	  -0.885
   2.117	  -0.884
   2.117	  -0.883
   2.118	  -0.883
   2.119	  -0.882
   2.119	  -0.882
   2.120	  -0.881
   2.120	  -0.880
   2.121	  -0.880
   2.122	  -0.879
   2.122	  -0.879
   2.123	  -0.878
   2.123	  -0.877
   2.124	  -0.877
   2.125	  -0.876
   2.125	  -0.876
   2.126	  -0.875
   2.126	  -0.874
   2.127	  -0.874
   2.128	  -0.873
   2.128	  -0.873
   2.129	  -0.872
   2.129	  -0.871
   2.130	  -0.871
   2.131	  -0.870
   2.131	  -0.870
   2.132	  -0.869
   2.132	  -0.868
   2.133	  -0.868
   2.134	  -0.867
   2.134	  -0.867
   2.135	  -0.866
   2.135	  -0.865
   2.136	  -0.865
   2.137	  -0.864
   2.137	  -0.864
   2.138	  -0.863
   2.138	  -0.862
   2.139	  -0.862
   2.140	  -0.861
   2.140	  -0.861
   2.141	  -0.860
   2.141	  -0.859
   2.142	  -0.859
   2.143	  -0.858
   2.143	  -0.858
   2.144	  -0.857
   2.144	  -0.856
   2.145	  -0.856
   2.146	  -0.855
   2.146	  -0.855
   2.147	  -0.854
   2.147	  -0.853
   2.148	  -0.853
   2.149	  -0.852
   2.149	  -0.852
   2.150	  -0.851
   2.150	  -0.850
   2.151	  -0.850
   2.152	  -0.849
   2.152	  -0.849
   2.153	  -0.848
   2.153	  -0.847
   2.154	  -0.847
   2.155	  -0.846
   2.155	  -0.846
   2.156	  -0.845
   2.156	  -0.844
   2.157	  -0.844
   2.158	  -0.843
   2.158	  -0.843
   2.159	  -0.842
   2.159	  -0.841
   2.160	  -0.841
   2.161	  -0.840
   2.161	  -0.840
   2.162	  -0.839
   2.162	  -0.838
   2.163	  -0.838
   2.164	  -0.837
   2.164	  -0.837
   2.165	  -0.836
   2.165	  -0.835
   2.166	  -0.835
   2.167	  -0.834
   2.167	  -0.834
   2.168	  -0.833
   2.168	  -0.832
   2.169	  -0.832
   2.170	  -0.831
   2.170	  -0.831
   2.171	  -0.830
   2.171	  -0.829
   2.172	  -0.829
   2.173	  -0.828
   2.173	  -0.828
   2.174	  -0.827
   2.174	  -0.826
   2.175	  -0.826
   2.176	  -0.825
   2.176	  -0.825
   2.177	  -0.824
   2.177	  -0.823
   2.178	  -0.823
   2.179	  -0.822
   2.179	  -0.822
   2.180	  -0.821
   2.180	  -0.820
   2.181	  -0.820
   2.182	  -0.819
   2.182	  -0.819
   2.183	  -0.818
   2.183	  -0.817
   2.184	  -0.817
   2.185	  -0.816
   2.185	  -0.816
   2.186	  -0.815
   2.186	  -0.814
   2.187	  -0.814
   2.188	  -0.813
   2.188	  -0.813
   2.189	  -0.812
   2.189	  -0.811
   2.190	  -0.811
   2.191	  -0.810
   2.191	  -0.810
   2.192	  -0.809
   2.192	  -0.808
   2.193	  -0.808
   2.194	  -0.807
   2.194	  -0.807
   2.195	  -0.806
   2.195	  -0.805
   2.196	  -0.805
   2.197	  -0.804
   2.197	  -0.804
   2.198	  -0.803
   2.198	  -0.802
   2.199	  -0.802
   2.200	  -0.801
   2.200	  -0.801
   2.201	  -0.800
   2.201	  -0.799
   2.202	  -0.799
   2.203	  -0.798
   2.203	  -0.798
   2.204	  -0.797
   2.204	  -0.796
   2.205	  -0.796
   2.206	  -0.795
   2.206	  -0.795
   2.207	  -0.794
   2.207	  -0.793
   2.208	  -0.793
   2.209	  -0.792
   2.209	  -0.792
   2.210	  -0.791
   2.210	  -0.790
   2.211	  -0.790
   2.212	  -0.789
   2.212	  -0.789
   2.213	  -0.788
   2.213	  -0.787
   2.214	  -0.787
   2.215	  -0.786
   2.215	  -0.786
   2.216	  -0.785
   2.216	  -0.784
   2.217	  -0.784
   2.218	  -0.783
   2.218	  -0.783
   2.219	  -0.782
   2.219	  -0.781
   2.220	  -0.781
   2.221	  -0.780
   2.221	  -0.780
   2.222	  -0.779
   2.222	  -0.778
   2.223	  -0.778
   2.224	  -0.777
   2.224	  -0.777
   2.225	  -0.776
   2.225	  -0.775
   2.226	  -0.775
   2.227	  -0.774
   2.227	  -0.774
   2.228	  -0.773
   2.228	  -0.772
   2.229	  -0.772
   2.230	  -0.771
   2.230	  -0.771
   2.231	  -0.770
   2.231	  -0.769
   2.232	  -0.769
   2.233	  -0.768
   2.233	  -0.768
   2.234	  -0.767
   2.234	  -0.766
   2.235	  -0.766
   2.236	  -0.765
   2.236	  -0.765
   2.237	  -0.764
   2.237	  -0.763
   2.238	  -0.763
   2.239	  -0.762
   2.239	  -0.762
   2.240	  -0.761
   2.240	  -0.760
   2.241	  -0.760
   2.242	  -0.759
   2.242	  -0.759
   2.243	  -0.758
   2.243	  -0.757
   2.244	  -0.757
   2.245	  -0.756
   2.245	  -0.756
   2.246	  -0.755
   2.246	  -0.754
   2.247	  -0.754
   2.248	  -0.753
   2.248	  -0.753
   2.249	  -0.752
   2.249	  -0.751
   2.250	  -0.751
   2.251	  -0.750
   2.251	  -0.750
   2.252	  -0.749
   2.252	  -0.748
   2.253	  -0.748
   2.254	  -0.747
   2.254	  -0.747
   2.255	  -0.746
   2.255	  -0.745
   2.256	  -0.745
   2.257	  -0.744
   2.257	  -0.744
   2.258	  -0.743
   2.258	  -0.742
   2.259	  -0.742
   2.260	  -0.741
   2.260	  -0.741
   2.261	  -0.740
   2.261	  -0.739
   2.262	  -0.739
   2.263	  -0.738
   2.263	  -0.738
